,disease,diagnosis lists,manual_label_1,manual label,Score,conversations
12,common cold,"['Sinusitis', 'Influenza', 'Mononucleosis', 'Upper Respiratory Infection']",0,1,4,"[""Patient: I feel weak and my lymph nodes are swollen. My eyes burn and my throat hurts. My sinuses are congested and my nose is stuffy. I can't smell anything and my chest hurts."", ""Diagnosis: ['Sinusitis', 'Influenza', 'Mononucleosis', 'Upper Respiratory Infection']"", 'Doctor: Based on your symptoms of weakness, swollen lymph nodes, burning eyes, sore throat, congested sinuses, loss of smell, and chest pain, there are several possible conditions to consider. These include sinusitis, influenza, mononucleosis, and upper respiratory infections. Could you please provide more information about the duration of your symptoms, any recent illnesses, or other relevant factors to help improve the accuracy of the diagnosis?', 'Patient: I started feeling this way a few days ago. I do not have more information.', ""Diagnosis: ['Sinusitis', 'Influenza', 'Mononucleosis', 'Upper Respiratory Infection']"", ""Doctor: Based on the information you have provided and the cases reviewed, the possible conditions you could be experiencing include sinusitis, influenza, mononucleosis, or an upper respiratory infection. Since you have no further questions, I recommend you consult a medical professional for a thorough examination and appropriate treatment. It's important to address these symptoms promptly, especially considering the involvement of your lymph nodes and sinus congestion.""]"
13,common cold,"['Flu (Influenza)', 'COVID-19', 'Sinusitis', 'Acute Bronchitis']",1,1,5,"[""Patient: I've been coughing a lot, and I'm freezing. My nose is stuffed up, and my face hurts. I've also been coughing up some nasty stuff, my chest hurts, and my muscles are sore. I can't smell anything."", ""Diagnosis: ['Sinusitis', 'Flu (Influenza)', 'Acute Bronchitis', 'COVID-19']"", ""Doctor: It sounds like you're experiencing a range of symptoms that could be linked to several conditions such as sinusitis, the flu, acute bronchitis, or even COVID-19. To improve the accuracy of the diagnosis, could you tell me more about the duration of your symptoms and whether you have any other symptoms such as fever, headache, sore throat, or fatigue?"", ""Patient: I've been feeling this way for a few days now. I do have a headache, sore throat, and I've been feeling really tired as well. I'm not sure about having a fever though."", ""Diagnosis: ['Flu (Influenza)', 'COVID-19', 'Sinusitis', 'Acute Bronchitis']"", 'Doctor: Thank you for providing more information. Based on your symptoms, including a headache, sore throat, fatigue, and inability to smell, the most relevant possibilities could be related to viral infections such as the Flu or COVID-19, as well as conditions like sinusitis or acute bronchitis. To further narrow down the diagnosis, could you observe if you develop a fever or notice any changes in your symptoms? Sharing if anyone around you has been sick or any recent exposure to contagious conditions could also help.', 'Patient: I do not know.', ""Diagnosis: ['Flu (Influenza)', 'COVID-19', 'Sinusitis', 'Acute Bronchitis']"", ""Doctor: Based on the similarity score and the symptoms you've mentioned, there's a strong possibility that your condition could be related to viral infections like the Flu or COVID-19, as well as conditions such as sinusitis or acute bronchitis. Would you like to provide more details or have any questions about these conditions or your symptoms?"", 'Patient: I do not have more information.', ""Diagnosis: ['Flu (Influenza)', 'COVID-19', 'Sinusitis', 'Acute Bronchitis']"", ""Doctor: Based on your symptoms and the information provided, it is likely that your condition could be related to viral infections such as the Flu or COVID-19, as well as conditions like sinusitis or acute bronchitis. Given that you don't have further questions, I recommend consulting a medical professional for a thorough evaluation and to conduct any necessary tests for confirmation. It is important to monitor your symptoms, especially if you notice any worsening or new symptoms like a fever. Please take care and seek medical assistance if needed.""]"
14,diabetes,"['Diabetes Mellitus', 'Hypothyroidism', 'Chronic Fatigue Syndrome', 'Anxiety Disorder']",1,1,5,"[""Patient: I've been experiencing mood swings and trouble concentrating. My mind often feels hazy and foggy, making it difficult to do even regular chores. I also feel very thirsty frequently and have to pee a lot."", ""Diagnosis: ['Diabetes Mellitus', 'Hypothyroidism', 'Chronic Fatigue Syndrome', 'Anxiety Disorder']"", 'Doctor: In order to improve the accuracy of my diagnosis, can you provide more information about your symptoms? For example, have you noticed any weight changes, changes in appetite, or other symptoms not yet mentioned? This will help in narrowing down the possible conditions.', ""Patient: I have noticed I'm more thirsty than usual, and I need to pee a lot. As for weight changes or appetite, I do not have more information."", ""Diagnosis: ['Diabetes Mellitus', 'Hypothyroidism', 'Chronic Fatigue Syndrome', 'Anxiety Disorder']"", ""Doctor: Thank you for sharing more information. Based on what you've described, your increased thirst and frequent urination could be indicative of Diabetes Mellitus. However, given the mood swings and cognitive symptoms, Hypothyroidism, Chronic Fatigue Syndrome, and Anxiety Disorder are also considerations. To improve the accuracy of the diagnosis, could you provide more information about any weight changes, appetite alterations, or if there are specific times of the day these symptoms are more noticeable?"", 'Patient: I do not have more information.', ""Diagnosis: ['Diabetes Mellitus', 'Hypothyroidism', 'Chronic Fatigue Syndrome', 'Anxiety Disorder']"", ""Doctor: Based on the symptoms you've described, such as increased thirst, frequent urination, mood swings, and difficulty concentrating, Diabetes Mellitus seems to be the most likely condition. Additionally, Hypothyroidism, Chronic Fatigue Syndrome, and Anxiety Disorder are potential considerations. Given that you have no further details to provide, I recommend consulting with a medical professional for a comprehensive examination and appropriate diagnostic tests to confirm the condition and receive suitable treatment.""]"
15,diabetes,"['Diabetes Mellitus', 'Diabetes Insipidus', 'Hyperthyroidism', ""Cushing's Syndrome""]",1,1,5,"[""Patient: Hello, Doctor. I've been drinking a lot more water than usual and going to the bathroom more frequently. My mouth and throat are always dry, and I've been really hungry and eating a lot more lately."", 'Diagnosis: [\'Diabetes Mellitus\', \'Diabetes Insipidus\', \'Hyperthyroidism\', ""Cushing\'s Syndrome""]', ""Doctor: Based on the symptoms you've described, there are a few possible conditions that could be considered, such as Diabetes Mellitus, Diabetes Insipidus, Hyperthyroidism, or Cushing's Syndrome. However, I need more information to improve the accuracy of the diagnosis. Could you tell me if you're experiencing any weight changes, fatigue, or any other symptoms?"", ""Patient: I've been experiencing weight loss recently, despite eating a lot more lately. I've also been feeling more tired than usual. I do not have more information."", 'Diagnosis: [\'Diabetes Mellitus\', \'Diabetes Insipidus\', \'Hyperthyroidism\', ""Cushing\'s Syndrome""]', ""Doctor: Based on the symptoms you've described and the fact that you've been experiencing weight loss and fatigue alongside increased thirst and urination, the most likely condition might be Diabetes Mellitus. Other possibilities include Diabetes Insipidus, Hyperthyroidism, or Cushing's Syndrome. I strongly recommend consulting a medical professional for a thorough examination and testing to confirm the diagnosis and discuss an appropriate treatment plan. If there are any changes in your symptoms or if you think of more questions in the future, please reach out to a healthcare provider.""]"
16,dimorphic hemorrhoids,"['Hemorrhoids', 'Anal Fissures', 'Colorectal Cancer', 'Diverticulosis']",1,1,5,"[""Patient: I've been experiencing constipation and discomfort with bowel movements. My anus is quite inflamed, and my stools have been very bloody. There's also pain in my anus."", ""Diagnosis: ['Hemorrhoids', 'Anal Fissures', 'Colorectal Cancer', 'Diverticulosis']"", ""Doctor: Based on the symptoms you're experiencing, such as constipation, bloody stools, inflamed anus, and anal pain, there are a few potential conditions that may be relevant. These include hemorrhoids, anal fissures, colorectal cancer, and diverticulosis. To improve the accuracy of the diagnosis, could you provide more details about your symptoms? For instance, how long have you had these symptoms? Do you have any other symptoms such as weight loss or fatigue?"", ""Patient: I've been experiencing these symptoms for a few weeks now. I don't have any noticeable weight loss or fatigue. The main issues have been constipation, bloody stools, and pain in my anus. The inflammation and discomfort during bowel movements are also persistent. I do not have more information."", ""Diagnosis: ['Hemorrhoids', 'Anal Fissures', 'Colorectal Cancer', 'Diverticulosis']"", ""Doctor: Based on your reported symptoms of constipation, bloody stools, anal pain, and inflammation, the most relevant conditions to consider are hemorrhoids, anal fissures, colorectal cancer, and diverticulosis. Given the persistence of your symptoms for a few weeks, it's crucial to consult a medical professional promptly for a thorough examination and appropriate management. Remember, early diagnosis and treatment can lead to better outcomes.""]"
17,dimorphic hemorrhoids,"['Hemorrhoids', 'Anal Fissure', 'Colorectal Cancer', 'Inflammatory Bowel Disease']",1,1,5,"[""Patient: Hello! Lately, I've been experiencing constipation and pain during bowel movements. I've noticed that my stool has been really bloody, and my anus has been really irritated."", ""Diagnosis: ['Hemorrhoids', 'Anal Fissure', 'Colorectal Cancer', 'Inflammatory Bowel Disease']"", ""Doctor: Based on the symptoms you described, such as constipation, pain with bowel movements, bloody stools, and anal irritation, there are several conditions that could be contributing to these symptoms. It's important to gather more information for a more accurate assessment. Could you please provide information on any additional symptoms you might be experiencing, such as changes in bowel habits, weight loss, or abdominal pain? This will help narrow down the possibilities."", 'Patient: I do not have more information.', ""Diagnosis: ['Hemorrhoids', 'Anal Fissure', 'Colorectal Cancer', 'Inflammatory Bowel Disease']"", 'Doctor: Based on the symptoms you have described—constipation, pain during bowel movements, bloody stools, and anal irritation—the most relevant conditions that could be contributing to these symptoms are Hemorrhoids, Anal Fissure, Colorectal Cancer, and Inflammatory Bowel Disease. These conditions vary in severity, so it’s crucial to consult a healthcare professional for an accurate diagnosis and appropriate treatment. The presence of bloody stools, in particular, warrants prompt medical attention.']"
18,fungal infection,"['Eczema', 'Psoriasis', 'Contact Dermatitis', 'Fungal Infection of the Skin']",0,1,1,"['Patient: I have a rash all over my body. It is itchy and red. There are some patches that are a different color than the rest of my skin. I also have some pimples that look like little balls.', ""Diagnosis: ['Contact Dermatitis', 'Psoriasis', 'Eczema', 'Hives']"", ""Doctor: Based on the symptoms you described, this could potentially be contact dermatitis, psoriasis, eczema, or hives. However, I would need more information to improve the accuracy of the diagnosis. Could you tell me if you've been in contact with any new substances, if there's a family history of skin conditions, or if you've experienced any other symptoms like fever or joint pain?"", ""Patient: I do not know. I haven't been in contact with any new substances that I am aware of. I also do not have more information about any family history of skin conditions. I haven't experienced fever or joint pain."", ""Diagnosis: ['Contact Dermatitis', 'Psoriasis', 'Eczema', 'Hives']"", ""Doctor: Thank you for providing more information. Since you haven’t been in contact with any new substances and there's no family history you are aware of, let's focus on the nature of the rash. Does the rash change or spread with exposure to sunlight? Are there any specific areas where the pimples or colored patches are concentrated, like elbows, knees, face, or hands? This information can help narrow down the possibilities."", ""Patient: I haven't noticed if the rash changes with exposure to sunlight. The colored patches and pimples are more spread across my body rather than being concentrated in specific areas like elbows, knees, face, or hands. "", ""Diagnosis: ['Eczema', 'Psoriasis', 'Contact Dermatitis', 'Hives']"", ""Doctor: Based on the information you've provided so far, the rash could be eczema, psoriasis, contact dermatitis, or hives. Eczema and psoriasis typically cover broader areas of the body, which aligns with your symptoms. Contact dermatitis often involves recent exposure to a new substance, which you've ruled out. Hives can be generalized as well. Would you like to provide more specifics about the rash and its progression, or is there anything else you would like to know about these conditions?"", ""Patient: Sure, the rash is itchy and red, with some patches having a different color than the rest of my skin. There are also some pimples that look like little balls. It hasn't improved much, and sometimes the itching gets worse. I do not have more information."", ""Diagnosis: ['Eczema', 'Psoriasis', 'Contact Dermatitis', 'Fungal Infection of the Skin']"", 'Doctor: Based on the symptoms you have described – an itchy, red rash with some colored patches and pimples spread across the body – the possible conditions are eczema, psoriasis, contact dermatitis, or a fungal infection of the skin. Given that there has been no change or specific triggers mentioned, eczema and psoriasis remain strong possibilities, and a fungal infection could also account for this generalized rash unless there are exclusions based on duration and specific characteristics. I recommend consulting a healthcare professional who can conduct an examination or possibly a skin biopsy to get a more definitive diagnosis and appropriate treatment.']"
19,fungal infection,"['Allergic Dermatitis', 'Contact Dermatitis', 'Folliculitis', 'Psoriasis']",0,0,0,"['Patient: I have red spots all over my body, and they are itchy. Some of the spots are a different color than my skin. I also have some lumps or pimples on my skin.', ""Diagnosis: ['Allergic Dermatitis', 'Contact Dermatitis', 'Chickenpox', 'Folliculitis']"", ""Doctor: Based on your symptoms of red, itchy spots and lumps on your skin, there are several potential conditions that could be causing this, such as allergic dermatitis, contact dermatitis, chickenpox, or folliculitis. Could you provide more information about when the spots appeared, any recent changes in skincare products or exposures, if you've had a fever, or if there are any other accompanying symptoms? This additional information can help improve the accuracy of the diagnosis."", ""Patient: The red, itchy spots appeared a few days ago. I haven't changed any skincare products recently or been exposed to anything unusual that I know of. I do not have a fever, and there's nothing else that seems to be occurring apart from the lumps and the different-colored spots. I don't have more information."", ""Diagnosis: ['Allergic Dermatitis', 'Contact Dermatitis', 'Folliculitis', 'Psoriasis']"", ""Doctor: Based on the symptoms you've described, including the red, itchy spots and lumps on your skin, the possible conditions include allergic dermatitis, contact dermatitis, folliculitis, and even psoriasis. Since you haven't noticed any other symptoms like fever or changes in skincare products, it's important to observe if these symptoms persist or change. I highly recommend consulting with a healthcare professional for a thorough examination and appropriate diagnosis. It was great assisting you, and please feel free to reach out if you have more questions in the future.""]"
20,gastroesophageal reflux disease,"['Gastroesophageal Reflux Disease (GERD)', 'Gastroparesis', 'Hiatal Hernia', 'Esophagitis']",1,1,5,"[""Patient: I've been having trouble swallowing, and I don't feel like eating much. I often feel full even after eating a small amount. I also experience heartburn, nausea, and sometimes a tingling sensation in my throat."", ""Diagnosis: ['Gastroesophageal Reflux Disease (GERD)', 'Esophagitis', 'Hiatal Hernia', 'Achalasia']"", ""Doctor: Based on the symptoms you've described—a difficulty swallowing, feeling full quickly, heartburn, nausea, and a tingling sensation in the throat—there are several possible conditions. To improve the accuracy of the diagnosis, could you provide more details about when these symptoms occur and any other changes you have noticed?"", ""Patient: I notice the symptoms mostly after eating. The heartburn and nausea can happen at other times, but they're definitely worse after meals. I do not have more information."", ""Diagnosis: ['Gastroesophageal Reflux Disease (GERD)', 'Gastroparesis', 'Hiatal Hernia', 'Esophagitis']"", 'Doctor: Based on the symptoms you have described, such as difficulty swallowing, feeling full quickly after eating, heartburn, and nausea that worsen after meals, there are several possible conditions. These include Gastroesophageal Reflux Disease (GERD), Gastroparesis, Hiatal Hernia, and Esophagitis. Given that you have no further questions, I advise consulting with a medical professional to receive a thorough examination and appropriate testing. This will help confirm the diagnosis and determine the best course of treatment for your specific situation.']"
21,gastroesophageal reflux disease,"['Gastroesophageal Reflux Disease (GERD)', 'Esophagitis', 'Achalasia', 'Hiatal Hernia']",1,1,5,"[""Patient: Hello, Doctor. I'm having trouble eating, and it's hard to swallow. I feel full even after eating a small meal. I also have nausea, heartburn, and a tingling sensation in my throat."", ""Diagnosis: ['Gastroesophageal Reflux Disease (GERD)', 'Esophagitis', 'Achalasia', 'Hiatal Hernia']"", 'Doctor: Thank you for sharing your symptoms. Based on the information provided, there are a few possible conditions that could be affecting you. These include Gastroesophageal Reflux Disease (GERD), Esophagitis, Achalasia, and Hiatal Hernia. To improve the accuracy of the diagnosis, could you please tell me if you are experiencing any weight loss, fever, or recent changes in diet or medication? Any additional details would be very helpful.', ""Patient: I do not have any weight loss or fever. I haven't had any recent changes in my diet or medication either."", ""Diagnosis: ['Gastroesophageal Reflux Disease (GERD)', 'Esophagitis', 'Achalasia', 'Hiatal Hernia']"", ""Doctor: Thank you for the additional information. Since there are no changes in your diet or medication, and no weight loss or fever, this could further support the potential diagnoses of GERD, Esophagitis, Achalasia, or a Hiatal Hernia. Your symptoms of difficulty swallowing and feeling full after small meals align with these conditions. Are there any other symptoms you're experiencing, such as chest pain, coughing, or changes in your voice? Any additional details can help refine the diagnosis."", 'Patient: I do feel heartburn and a tingling sensation in my throat. I do not have more information.', ""Diagnosis: ['Gastroesophageal Reflux Disease (GERD)', 'Esophagitis', 'Achalasia', 'Hiatal Hernia']"", ""Doctor: Based on the symptoms you've described, such as trouble swallowing, feeling full after small meals, nausea, heartburn, and a tingling sensation in your throat, the potential conditions include Gastroesophageal Reflux Disease (GERD), Esophagitis, Achalasia, and Hiatal Hernia. These conditions can cause the symptoms you're experiencing. Given that you have no additional symptoms to report and no recent changes in diet or medication, I recommend consulting with a medical professional for a thorough examination and appropriate testing to confirm the diagnosis and discuss treatment options.""]"
22,hypertension,"['Heart-related issues', 'Heat exhaustion', 'Dehydration', 'Anxiety attack']",0,0,0,"[""Patient: Hello, doctor. I was in the middle of a workout when I suddenly felt lightheaded and dizzy. I also experienced a headache and some chest pain. Since then, I've been having trouble balancing myself."", ""Diagnosis: ['Dehydration', 'Heat exhaustion', 'Anxiety attack', 'Heart-related issues']"", ""Doctor: It's important to gather more information to improve the accuracy of the diagnosis. Could you please let me know if you have been experiencing any other symptoms such as nausea, sweating, shortness of breath, or if you have any pre-existing medical conditions? Additionally, have you consumed enough fluids before your workout, or was the environment particularly hot or physically demanding?"", 'Patient: I have been experiencing some sweating and shortness of breath. I do not have any pre-existing medical conditions that I know of. I think I drank enough fluids, and the environment was not particularly hot or demanding.', ""Diagnosis: ['Dehydration', 'Heat exhaustion', 'Anxiety attack', 'Heart-related issues']"", ""Doctor: Thank you for providing more information. Given your symptoms of lightheadedness, dizziness, headache, chest pain, trouble balancing, sweating, and shortness of breath, we still need to narrow down the possible causes. It's reassuring to know that you don't have any pre-existing conditions and that you believe you consumed enough fluids. However, I would like to gather additional details such as the duration of your symptoms, any particular triggers, and whether the chest pain radiated to any other parts of your body. These details can help us make a more accurate assessment."", ""Patient: The symptoms started suddenly during my workout, and they've been lasting since then. I didn't notice any specific triggers, it just happened out of the blue. As for the chest pain, it didn't really radiate anywhere else; it was mainly in my chest area."", ""Diagnosis: ['Heart-related issues', 'Heat exhaustion', 'Dehydration', 'Anxiety attack']"", ""Doctor: Based on the symptoms you've described—lightheadedness, dizziness, headache, chest pain, trouble balancing, sweating, and shortness of breath—it seems possible that you may be experiencing heart-related issues, heat exhaustion, dehydration, or an anxiety attack. Would you like to provide any more information about your symptoms or if there have been changes to them?"", 'Patient: I do not have more information.', ""Diagnosis: ['Heart-related issues', 'Heat exhaustion', 'Dehydration', 'Anxiety attack']"", 'Doctor: Based on the symptoms described—lightheadedness, dizziness, headache, chest pain, trouble balancing, sweating, and shortness of breath—it is possible that you may be experiencing heart-related issues, heat exhaustion, dehydration, or an anxiety attack. It is crucial to consult a medical professional for a thorough examination and accurate diagnosis, especially given the combination of symptoms related to heart health. Please seek medical attention promptly, as chest pain and persistent dizziness can be serious signs.']"
23,hypertension,"['Migraine', 'Anxiety Disorder', 'Hypertension', 'Heart Disease']",0,1,3,"[""Patient: I've been having a headache and chest pain. I've also been feeling dizzy and unstable. I'm also having problems focusing."", ""Diagnosis: ['Migraine', 'Anxiety Disorder', 'Hypertension', 'Heart Disease']"", ""Doctor: Based on the symptoms you've described—headache, chest pain, dizziness, unstable feeling, and difficulty focusing—there are several possible conditions that could be affecting you. Could you provide more information about other symptoms you might have, any recent changes in your health, or any known health conditions to help improve the accuracy of the diagnosis?"", ""Patient: I don't have any other symptoms or changes in my health that I'm aware of. I do not have more information."", ""Diagnosis: ['Migraine', 'Anxiety Disorder', 'Hypertension', 'Heart Disease']"", ""Doctor: Based on all the information we've covered, including your symptoms of headache, chest pain, dizziness, instability, and problems focusing, here are some potential conditions: Migraine, Anxiety Disorder, Hypertension, and Heart Disease. Although we've narrowed it down to these possibilities, I strongly advise you to consult a medical professional for an in-depth evaluation and proper diagnosis. Your health is important, and getting a professional's insight will ensure you receive the appropriate care.""]"
24,impetigo,"['Herpes Simplex Virus Infection', 'Measles', 'Chickenpox', 'Scarlet Fever']",0,0,0,"[""Patient: Hello, doctor. I've been having a fever and a headache. I also have sores near my nose and rashes on my neck. I'm really struggling right now."", ""Diagnosis: ['Herpes Simplex Virus Infection', 'Measles', 'Chickenpox', 'Scarlet Fever']"", ""Doctor: I'm sorry to hear you're experiencing these symptoms. To help narrow down the possible causes, could you please provide more details? For instance, the duration of your symptoms, any recent travel history, or if you've noticed any other symptoms like a sore throat, cough, or swollen lymph nodes? This will help me provide a more accurate assessment."", ""Patient: I've had these symptoms for a little while now, maybe a few days. I haven't traveled recently. I don't think I've noticed a sore throat or cough, but I do feel the rashes and sores a lot, and they make me uncomfortable. I have a fever and headache too. I do not have more information."", ""Diagnosis: ['Herpes Simplex Virus Infection', 'Measles', 'Chickenpox', 'Scarlet Fever']"", ""Doctor: Based on the symptoms you've described and considering you have no further questions, the possible causes for your symptoms could include a Herpes Simplex Virus Infection, Measles, Chickenpox, or Scarlet Fever. It's important to seek medical evaluation for a precise diagnosis and appropriate treatment. Please consult a healthcare professional at your earliest convenience.""]"
25,impetigo,"['Scarlet Fever', 'Measles', 'Rubella', 'Dermatitis']",0,0,0,"[""Patient: Hello, doctor. I'm running a fever and I have a rash on my face, neck, and arms. The rash is painful and red. I'm worried about my health."", ""Diagnosis: ['Scarlet Fever', 'Measles', 'Rubella', 'Dermatitis']"", ""Doctor: Based on the symptoms of fever and a painful, red rash on your face, neck, and arms, there are a few potential causes to consider, such as scarlet fever, measles, rubella, or dermatitis. To improve the accuracy of the diagnosis, could you tell me if you've noticed any other symptoms, such as cough, sore throat, or swollen lymph nodes? Also, have you been in contact with anyone who has had similar symptoms recently?"", 'Patient: I do not have more information.', ""Diagnosis: ['Scarlet Fever', 'Measles', 'Rubella', 'Dermatitis']"", ""Doctor: Based on the symptoms you've provided—fever and a painful, red rash on your face, neck, and arms—potential causes include scarlet fever, measles, rubella, or dermatitis. Since you do not have any further questions, I recommend consulting a medical professional for a thorough examination and appropriate testing to get an accurate diagnosis and proper treatment. It is important to address these symptoms promptly, especially if you develop new symptoms or if your condition worsens.""]"
26,jaundice,"['Hepatitis', 'Gallstones', 'Pancreatitis', 'Liver Cirrhosis']",1,1,5,"[""Patient: Hi, I've been feeling really sick lately. I've been itching all over, and I've been vomiting. I've lost a lot of weight and have a fever. My skin has turned yellow, and my urine is dark. I've also been having abdominal pain."", ""Diagnosis: ['Hepatitis', 'Gallstones', 'Pancreatitis', 'Liver Cirrhosis']"", ""Doctor: Based on the symptoms you provided, such as itching, vomiting, weight loss, fever, jaundice, dark urine, and abdominal pain, it's important to consider a few possible conditions including Hepatitis, Gallstones, Pancreatitis, and Liver Cirrhosis. To help narrow down the potential diagnosis, could you provide more information about any additional symptoms or recent activities like changes in diet, travel history, or any recent medication use?"", 'Patient: I do not have more information.', ""Diagnosis: ['Hepatitis', 'Gallstones', 'Pancreatitis', 'Liver Cirrhosis']"", ""Doctor: Based on your symptoms of itching, vomiting, weight loss, fever, jaundice, dark urine, and abdominal pain, the potential conditions could include Hepatitis, Gallstones, Pancreatitis, and Liver Cirrhosis. These conditions can share similar symptoms, but vary in treatment and severity, so it's crucial to consult a medical professional for further evaluation, appropriate testing, and treatment. It's important to address these symptoms as soon as possible, given their serious nature.""]"
