,disease,diagnosis lists,manual_label_1,manual label,Score,conversations
27,jaundice,"['Hepatitis', 'Gallstones', 'Liver Cirrhosis', 'Hemolytic Anemia']",1,1,5,"[""Patient: I've been feeling really sick and tired. I've lost weight and have a fever. My urine is dark, and my skin is yellow. I also have stomach pain."", ""Diagnosis: ['Hepatitis', 'Gallstones', 'Liver Cirrhosis', 'Hemolytic Anemia']"", ""Doctor: Based on your symptoms of fatigue, weight loss, fever, dark urine, jaundice, and stomach pain, there are a few possibilities to consider. Conditions such as hepatitis, gallstones, liver cirrhosis, and hemolytic anemia could be related to your symptoms. I'd like to gather more information to improve the accuracy of the diagnosis. Could you describe any additional symptoms or relevant medical history that you might have?"", 'Patient: I do not have more information.', ""Diagnosis: ['Hepatitis', 'Gallstones', 'Liver Cirrhosis', 'Hemolytic Anemia']"", ""Doctor: Based on your reported symptoms of fatigue, weight loss, fever, dark urine, jaundice, and stomach pain, the possible illnesses include hepatitis, gallstones, liver cirrhosis, and hemolytic anemia. Each of these conditions can manifest with the symptoms you've described. Since you've indicated that you have no more information to provide, I strongly advise consulting a medical professional for further evaluation and an accurate diagnosis. They can conduct necessary tests to pinpoint the exact condition and initiate appropriate treatment.""]"
28,migraine,"['Migraine', 'Tension Headache', 'Cervical Spondylosis', 'Glaucoma']",1,1,5,"[""Patient: Hello, doctor. I've been having a lot of headaches lately, and they're getting worse. I also have a sore neck, and I'm feeling anxious and irritated. Additionally, I've been having trouble seeing things clearly."", ""Diagnosis: ['Tension Headache', 'Migraine', 'Cervical Spondylosis', 'Anxiety Disorder']"", ""Doctor: Thank you for providing those symptoms. It sounds like you're experiencing a range of issues including headaches, neck soreness, anxiety, and vision problems. To help improve the accuracy of a diagnosis, could you provide more details such as the duration of these symptoms, any specific triggers or patterns you've noticed, and any other associated symptoms you might be experiencing?"", ""Patient: I've been having these headaches for a while now, and they seem to be getting worse over time. I'm not sure about any specific triggers, but I've noticed that bright lights sometimes make it worse. My neck feels sore, and I've been feeling anxious and irritated more than usual. Sometimes, I have trouble seeing things clearly during the headaches. I do not have more information."", ""Diagnosis: ['Tension Headache', 'Migraine', 'Cervical Spondylosis', 'Anxiety Disorder']"", ""Doctor: I understand that these symptoms can be concerning. Given what you've described: persistent headaches, worsened by bright lights, soreness in the neck, anxiety, and temporary vision issues, there are a few potential causes. Tension headaches and migraines often present with some of these symptoms, while cervical spondylosis can contribute to neck pain and headaches. Anxiety can exacerbate these symptoms. Since we need to ensure an accurate diagnosis, it would be very helpful to know about any medications you're taking, other medical conditions you may have, or lifestyle factors such as stress and posture, if you can provide that information."", 'Patient: I do not have more information.', ""Diagnosis: ['Migraine', 'Tension Headache', 'Cervical Spondylosis', 'Glaucoma']"", 'Doctor: Based on the symptoms you shared, including worsening headaches aggravated by bright lights, sore neck, anxiety, and vision disturbances, there are several possible conditions to consider. Migraines and tension headaches are likely due to the headache patterns and light sensitivity. Cervical spondylosis could be contributing to your neck soreness and headaches. Lastly, vision problems during headaches may also suggest checking for issues like glaucoma. I recommend consulting a medical professional for a thorough evaluation and appropriate treatment. Take care and feel free to consult a healthcare provider at your earliest convenience.']"
29,migraine,"['Migraine', 'Tension Headache', 'Cervical Spondylosis', 'Gastroesophageal Reflux Disease (GERD)']",1,1,5,"[""Patient: Hello, doctor. I've been experiencing frequent headaches and blurred vision. I also have a stiff neck, feel anxious and irritable, and I sometimes have visual disturbances. Lately, I've been having stomach problems too, like indigestion and acidity."", ""Diagnosis: ['Migraine', 'Tension Headache', 'Cervical Spondylosis', 'Gastroesophageal Reflux Disease (GERD)']"", 'Doctor: Thank you for providing those details. To improve the accuracy of a potential diagnosis, could you please tell me more about the nature of your headaches, such as their duration, the timing of their occurrence, and any specific triggers you might have noticed? Additionally, have you experienced any nausea, vomiting, or changes in hearing or balance? This information would be helpful in further narrowing down the possibilities.', ""Patient: My headaches have been quite frequent, and they last for a few hours once they start. They often occur later in the day. I haven't noticed any specific triggers, but they really affect my daily activities. I do feel some nausea sometimes, but there's no vomiting. My hearing seems fine, and I haven't noticed any balance issues."", ""Diagnosis: ['Migraine', 'Tension Headache', 'Cervical Spondylosis', 'Gastroesophageal Reflux Disease (GERD)']"", 'Doctor: Thank you for providing more details. Given the frequent headaches, blurred vision, stiff neck, and indigestion issues, there are a few possibilities we could consider. Migraines often present with headaches, blurred vision, and nausea. Tension headaches might be linked to stress and neck stiffness. Cervical spondylosis could contribute to neck stiffness and headaches, and GERD might explain the stomach problems. Could you tell me more about any particular emotional stress, or lifestyle factors such as diet, posture, or activities that might be contributing? This information might further clarify things.', ""Patient: I have been feeling quite anxious and irritable lately. I haven't noticed any specific changes in my diet or posture, though. As for activities, I lead a pretty routine life with no major changes recently."", ""Diagnosis: ['Migraine', 'Tension Headache', 'Cervical Spondylosis', 'Gastroesophageal Reflux Disease (GERD)']"", ""Doctor: Based on the similarity between your symptoms and common patterns of certain conditions, it seems there are a few notable possibilities: Migraines often come with headaches, blurred vision, and feelings of nausea; tension headaches could relate to stress and neck pain; cervical spondylosis may cause neck stiffness and contribute to headaches; while GERD could explain your digestive issues. Would you like to provide any further details, or if there's anything else you'd like to ask about?"", ""Patient: I've been having frequent headaches and blurred vision, along with a stiff neck. I also feel a lot of anxiety and irritability. There's this visual disturbance that happens as well, and I've been having stomach problems like indigestion and acidity too. I don't have more information."", ""Diagnosis: ['Migraine', 'Tension Headache', 'Cervical Spondylosis', 'Gastroesophageal Reflux Disease (GERD)']"", ""Doctor: Based on the symptoms you've described, the most relevant possibilities include Migraine, Tension Headache, Cervical Spondylosis, and Gastroesophageal Reflux Disease (GERD). Migraines could explain your headaches, blurred vision, and nausea. Tension headaches might be related to your anxiety and neck stiffness. Cervical spondylosis could contribute to your neck stiffness and headaches. Lastly, GERD could account for your indigestion and acidity issues. Given you have no further questions, I advise consulting with a healthcare provider for a more precise diagnosis and personalized treatment plan.""]"
30,peptic ulcer disease,"['Irritable Bowel Syndrome (IBS)', 'Lactose Intolerance', 'Celiac Disease', 'Gastroparesis']",0,0,0,"[""Patient: Hello! I've been feeling really hungry all the time, and I can't seem to get enough to eat. My stomach hurts and cramps sometimes. After I eat, I get really bad gas and bloating."", ""Diagnosis: ['Irritable Bowel Syndrome (IBS)', 'Lactose Intolerance', 'Small Intestinal Bacterial Overgrowth (SIBO)', 'Celiac Disease']"", ""Doctor: I understand you're experiencing increased hunger, stomach pain, cramps, gas, and bloating. These symptoms can be due to several conditions. Could you provide more information, such as any changes in your weight, dietary habits, any other symptoms, or previous medical conditions? This will help improve the accuracy of a possible diagnosis."", 'Patient: I do not have more information.', ""Diagnosis: ['Irritable Bowel Syndrome (IBS)', 'Lactose Intolerance', 'Celiac Disease', 'Gastroparesis']"", ""Doctor: Based on the symptoms you've described, there are a few possibilities for what might be causing your discomfort, such as Irritable Bowel Syndrome (IBS), Lactose Intolerance, Celiac Disease, or perhaps a condition like Gastroparesis. However, it's important to consult a medical professional for an accurate diagnosis and appropriate treatment plan. Remember, a healthcare professional can perform specific tests and evaluations to determine the exact cause of your symptoms.""]"
31,peptic ulcer disease,"['Peptic Ulcer Disease', 'Gastroesophageal Reflux Disease (GERD)', 'Chronic Gastritis', 'Indigestion']",1,1,5,"[""Patient: Hello, doctor. I've been losing weight and having trouble gaining it back. I also feel pain and discomfort in my stomach, which gets better when I take antacids. Lately, I've noticed my mouth tastes bad too."", ""Diagnosis: ['Peptic Ulcer Disease', 'Gastroesophageal Reflux Disease (GERD)', 'Chronic Gastritis', 'Gastroparesis']"", 'Doctor: Based on your symptoms of weight loss, stomach pain relieved by antacids, and a bad taste in your mouth, there are several potential causes. However, to improve the accuracy of the diagnosis, could you please provide more information? It would be helpful to know if you are experiencing any other symptoms such as nausea, vomiting, changes in bowel movements, or any other unusual sensations.', ""Patient: I experience stomach pain that goes away with antacids, but I don't usually feel nausea or vomiting. As for bowel movements, I haven't noticed any significant changes or unusual sensations. I mostly deal with the weight loss and the bad taste in my mouth. I do not have more information."", ""Diagnosis: ['Peptic Ulcer Disease', 'Gastroesophageal Reflux Disease (GERD)', 'Chronic Gastritis', 'Indigestion']"", 'Doctor: Based on your symptoms of weight loss, stomach pain relieved by antacids, and a bad taste in your mouth, the possible conditions could be Peptic Ulcer Disease, Gastroesophageal Reflux Disease (GERD), Chronic Gastritis, or Indigestion. Since you have no further questions, I recommend consulting with a medical professional for a thorough evaluation and accurate diagnosis.']"
32,pneumonia,"['Bronchitis', 'Pneumonia', 'Myocarditis', 'Pulmonary Eosinophilia']",0,1,4,"[""Patient: Hello, doctor. I'm having trouble breathing, and I feel really uncomfortable. I'm sweating a lot, and my throat is really sore. My chest hurts, and my heart is beating fast. I'm also coughing up a lot of mucus, and it's brown."", ""Diagnosis: ['Bronchitis', 'Pneumonia', 'Myocarditis', 'Anxiety Disorder']"", ""Doctor: It sounds like you're experiencing several concerning symptoms including trouble breathing, a sore throat, chest pain, rapid heartbeat, and coughing up brown mucus. Given these symptoms, some potential conditions could be bronchitis, pneumonia, myocarditis, or possibly an anxiety disorder. Could you please provide more information about when these symptoms started, their severity, and any other symptoms you might be experiencing? This will help in improving the accuracy of the diagnosis."", ""Patient: I started experiencing these symptoms a few days ago. The trouble breathing and chest pain feel quite severe. The sore throat makes it uncomfortable to swallow, and the rapid heartbeat happens mostly when I'm trying to rest. I've been sweating a lot even when I'm not doing anything strenuous. I do not have more information."", ""Diagnosis: ['Bronchitis', 'Pneumonia', 'Myocarditis', 'Pulmonary Eosinophilia']"", 'Doctor: Based on the symptoms you described over the past few days—such as severe trouble breathing, chest pain, sore throat, rapid heartbeat at rest, excessive sweating, and coughing up brown mucus—it is advisable to consider potential conditions like bronchitis, pneumonia, myocarditis, or pulmonary eosinophilia. These conditions can present with the symptoms you are experiencing, and some of them require urgent medical attention. It is important that you consult a healthcare professional as soon as possible for a thorough examination and appropriate treatment.']"
33,pneumonia,"['Pneumonia', 'Acute Bronchitis', 'COVID-19', 'Pulmonary Embolism']",1,1,5,"[""Patient: I've been feeling really sick for the past few days. I have a fever, I can't catch my breath, and I'm coughing up a lot of phlegm. My chest hurts, and my heart is racing."", ""Diagnosis: ['Pneumonia', 'Acute Bronchitis', 'COVID-19', 'Pulmonary Embolism']"", ""Doctor: Based on your symptoms of fever, shortness of breath, coughing up phlegm, chest pain, and a racing heart, there are a few possible conditions to consider such as pneumonia, acute bronchitis, COVID-19, or a pulmonary embolism. To provide a more accurate assessment, could you please provide more details? For example, how long have the symptoms been present, have you had any recent travel or exposure to illness, and are there any other symptoms you're experiencing?"", ""Patient: I've been feeling sick for the past few days. I haven't traveled recently, and I don't know about any exposure to illness. I do not have more information."", ""Diagnosis: ['Pneumonia', 'Acute Bronchitis', 'COVID-19', 'Pulmonary Embolism']"", ""Doctor: Thank you for sharing that information. Although some details are still missing, your symptoms do align with conditions like pneumonia, acute bronchitis, COVID-19, or a pulmonary embolism. Since you mentioned not having additional information, it's crucial that you consult a medical professional as soon as possible to get a proper diagnosis and treatment. Would you like to discuss any other symptoms or have any more questions?"", 'Patient: I do not have more information.', ""Diagnosis: ['Pneumonia', 'Acute Bronchitis', 'COVID-19', 'Pulmonary Embolism']"", 'Doctor: Given your symptoms of fever, shortness of breath, productive cough, chest pain, and a racing heart, the potential conditions include pneumonia, acute bronchitis, COVID-19, or a pulmonary embolism. Since you have indicated that you do not have further questions or information to provide, I highly recommend consulting a medical professional promptly to receive an accurate diagnosis and appropriate treatment.']"
34,psoriasis,"['Psoriasis', 'Eczema', 'Fungal Infection', 'Contact Dermatitis']",1,1,5,"['Patient: Hello, doctor. I have a rash on my skin that is red and itchy. It bleeds when I scratch it. I also have little dents in my nails, and they are inflamed.', ""Diagnosis: ['Psoriasis', 'Eczema', 'Contact Dermatitis', 'Fungal Infection']"", 'Doctor: It sounds like you might be experiencing symptoms associated with conditions such as psoriasis, eczema, contact dermatitis, or a fungal infection. Could you provide more information about your symptoms? For instance, are there specific triggers, do you have a history of similar issues, or are there any additional symptoms like joint pain or fever?', ""Patient: I don't have joint pain or fever. I have a rash on my skin that is red and itchy, and it bleeds when I scratch it. My nails have little dents and they are inflamed. I do not have more information."", ""Diagnosis: ['Psoriasis', 'Eczema', 'Fungal Infection', 'Contact Dermatitis']"", ""Doctor: Based on the information you've provided, the conditions that align closely with your symptoms include psoriasis, eczema, a fungal infection, or contact dermatitis. These conditions can often present with red, itchy skin and nail changes. It's important to consult a healthcare professional to receive an accurate diagnosis and appropriate treatment plan, as further examination and testing may be required to identify the precise cause.""]"
35,psoriasis,"['Psoriasis', 'Eczema', 'Systemic Lupus Erythematosus', 'Rheumatoid Arthritis']",1,1,5,"[""Patient: Hello, doctor. I've had this rash on my arms, legs, and chest for a few weeks. It's red and itchy, and it's covered in dry, scaly spots. I also have some pain in my joints."", ""Diagnosis: ['Psoriasis', 'Eczema', 'Systemic Lupus Erythematosus', 'Rheumatoid Arthritis']"", 'Doctor: Based on your symptoms of a red, itchy rash with dry, scaly spots and joint pain, there are a few conditions that could potentially match, such as psoriasis, eczema, systemic lupus erythematosus, or rheumatoid arthritis. Can you provide more information about any recent changes in your environment, medications you are taking, or other symptoms you might be experiencing? This will help improve the accuracy of the diagnosis.', 'Patient: I do not have more information.', ""Diagnosis: ['Psoriasis', 'Eczema', 'Systemic Lupus Erythematosus', 'Rheumatoid Arthritis']"", ""Doctor: Based on the symptoms you've shared, including the persistent red, itchy rash with dry, scaly spots and joint pain, it's possible you are experiencing conditions such as psoriasis, eczema, systemic lupus erythematosus, or rheumatoid arthritis. Given that you have no further details to provide, I recommend consulting a medical professional who can perform a thorough examination and possibly conduct further tests to confirm the diagnosis and determine the best treatment plan.""]"
36,typhoid,"['Travelers Diarrhea', 'Gastroenteritis', 'Food Poisoning', 'Viral Infection']",0,0,0,"[""Patient: Hello, doctor. I've been having diarrhea for a few days now with loose, watery stools. I have to go to the bathroom a lot. I feel nauseated and have lost my appetite. I also have a mild fever."", ""Diagnosis: ['Gastroenteritis', 'Food Poisoning', 'Irritable Bowel Syndrome (IBS)', 'Inflammatory Bowel Disease (IBD)']"", 'Doctor: Based on your symptoms of diarrhea, nausea, loss of appetite, and mild fever, there are a few potential causes. Common possibilities include gastroenteritis, food poisoning, irritable bowel syndrome, or inflammatory bowel disease. To improve the accuracy of the diagnosis, could you provide more details? For instance, are you experiencing abdominal pain, any changes in the color or consistency of the diarrhea, or if there have been any recent dietary changes or travel?', ""Patient: I have mild abdominal pain, and the diarrhea is loose and watery. I haven't made any recent dietary changes, but I did travel recently. "", 'Diagnosis: [\'Gastroenteritis\', \'Food Poisoning\', ""Traveler\'s Diarrhea"", \'Viral Infection\']', ""Doctor: Thank you for sharing more details. Given your recent travel history and the symptoms you've mentioned, another possibility to consider is traveler's diarrhea, which can occur after going to different regions and being exposed to new bacteria. I recommend monitoring your symptoms closely. Could you provide more information about the duration of your travel, where you visited, and measures you've taken since the symptoms started? This might help us better understand the situation."", 'Patient: I do not have more information.', ""Diagnosis: ['Travelers Diarrhea', 'Gastroenteritis', 'Food Poisoning', 'Viral Infection']"", ""Doctor: Based on your recent travel history, loose watery stools, nausea, mild fever, and abdominal pain, traveler's diarrhea seems to be a likely cause. Other potential causes include gastroenteritis, food poisoning, or a viral infection. Since you have no further questions, I recommend consulting a medical professional who can offer a definitive diagnosis and appropriate treatment options. It's important to stay hydrated, and consider seeking medical attention if symptoms persist or worsen.""]"
37,typhoid,"['Peptic Ulcer Disease', 'Gastroparesis', 'Gastroenteritis', 'Irritable Bowel Syndrome']",0,0,0,"[""Patient: I've been feeling really weak. I've been having a lot of stomach pain and constipation, and I've been vomiting a lot. I can't eat anything because of the pain."", ""Diagnosis: ['Gastroenteritis', 'Irritable Bowel Syndrome', 'Peptic Ulcer Disease', 'Gastroesophageal Reflux Disease']"", ""Doctor: I'm sorry to hear that you've been feeling this way. To better understand what might be causing your symptoms, could you provide more information? For instance, when did these symptoms start, and have you noticed anything that makes them better or worse? Any additional details about recent dietary changes, medications, or stress levels could help in assessing your condition."", ""Patient: I started feeling weak and having stomach pain a few days ago. The pain makes it difficult for me to eat without vomiting. I haven't changed my diet recently, and I haven't started any new medications. I'm not sure if stress is affecting it. I do not have more information."", ""Diagnosis: ['Peptic Ulcer Disease', 'Gastroparesis', 'Gastroenteritis', 'Irritable Bowel Syndrome']"", ""Doctor: Based on the symptoms you've described, the likely possibilities for your condition include Peptic Ulcer Disease, Gastroparesis, Gastroenteritis, or Irritable Bowel Syndrome. I recommend that you consult a medical professional for a thorough evaluation and appropriate testing to confirm the diagnosis and to get started on the right treatment plan.""]"
38,urinary tract infection,"['Urinary Tract Infection (UTI)', 'Bladder Infection', 'Kidney Infection (Pyelonephritis)', 'Interstitial Cystitis']",1,1,5,"[""Patient: I have a pain in my lower abdomen and I feel like I have to pee all the time. When I do pee, it burns and I feel like I'm not getting everything out. I've also been feeling really cold and weak."", ""Diagnosis: ['Urinary Tract Infection (UTI)', 'Bladder Infection', 'Kidney Infection (Pyelonephritis)', 'Interstitial Cystitis']"", 'Doctor: Thank you for sharing these details. Based on your symptoms, some possible conditions could include a urinary tract infection, a bladder infection, or potentially a kidney infection. Each of these can cause the symptoms you are experiencing. To provide a more accurate diagnosis, could you let me know if you have any other symptoms, such as fever, back pain, or blood in your urine? This additional information can be very helpful.', ""Patient: I've been feeling really cold and weak, but I haven't noticed a fever or any back pain. I also haven't seen blood in my urine."", ""Diagnosis: ['Urinary Tract Infection (UTI)', 'Bladder Infection', 'Kidney Infection (Pyelonephritis)', 'Interstitial Cystitis']"", 'Doctor: Thank you for providing more information. Given your symptoms of lower abdominal pain, frequent urination with burning, and feeling cold and weak, some potential conditions could include a urinary tract infection, bladder infection, kidney infection, or interstitial cystitis. These conditions can present with similar symptoms, but further details like changes in urination, nausea, or changes in odor could help refine the diagnosis. Could you share any more details about your symptoms?', ""Patient: I've noticed that when I pee, it feels like I'm not getting everything out, and I've also felt a bit cold and weak. But I don't know about changes in urine odor or any nausea. I do not have more information."", ""Diagnosis: ['Urinary Tract Infection (UTI)', 'Bladder Infection', 'Kidney Infection (Pyelonephritis)', 'Interstitial Cystitis']"", ""Doctor: Based on the symptoms you've described—lower abdominal pain, sensation of incomplete urination, burning sensation during urination, and feeling cold and weak—the potential conditions could include a urinary tract infection, bladder infection, kidney infection, or interstitial cystitis. These require medical evaluation for confirmation. I recommend consulting a healthcare professional for an appropriate assessment and management plan.""]"
39,urinary tract infection,"['Urinary Tract Infection (UTI)', 'Bladder Infection', 'Kidney Stones', 'Interstitial Cystitis']",1,1,5,"[""Patient: I've been having a hard time peeing. It hurts when I go, and it's bloody. My head hurts, and my urine smells really bad. I can't control when I have to go, and it's really urgent when I do."", ""Diagnosis: ['Urinary Tract Infection (UTI)', 'Bladder Infection', 'Kidney Stones', 'Interstitial Cystitis']"", 'Doctor: Based on your symptoms, there are several potential conditions to consider including a Urinary Tract Infection, Bladder Infection, Kidney Stones, or Interstitial Cystitis. To improve the accuracy of the diagnosis, could you provide more details about the symptom duration, any fever or nausea, and any recent changes in lifestyle or hydration habits?', ""Patient: I've been having these symptoms for a few days. I haven't noticed any fever or nausea. I haven't made any recent changes in lifestyle or hydration habits."", ""Diagnosis: ['Urinary Tract Infection (UTI)', 'Bladder Infection', 'Kidney Stones', 'Interstitial Cystitis']"", ""Doctor: Thank you for providing more information. Even though there's no fever or nausea, your symptoms still strongly align with possibilities like a Urinary Tract Infection, Bladder Infection, Kidney Stones, or Interstitial Cystitis. If you could let me know about any recent incidents such as starting new medications or any instances of lower abdominal pain, it may help refine the diagnosis further."", 'Patient: I do not have more information.', ""Diagnosis: ['Urinary Tract Infection (UTI)', 'Bladder Infection', 'Kidney Stones', 'Interstitial Cystitis']"", ""Doctor: Based on the symptoms you've described, including the painful and bloody urination, bad-smelling urine, and urgency in urination, the most likely conditions are a Urinary Tract Infection, a Bladder Infection, Kidney Stones, or Interstitial Cystitis. It's important to consult with a healthcare professional to confirm the diagnosis and determine the best course of treatment. They may recommend urine tests or imaging studies to provide clarity and guide effective treatment.""]"
40,varicose veins,"['Chronic Venous Insufficiency', 'Peripheral Artery Disease', 'Deep Vein Thrombosis', 'Vitamin Deficiency (e.g., Vitamin C or K Deficiency)']",0,1,5,"[""Patient: I've been having cramps in my calves when I walk or stand for long periods of time. I've also noticed bruise marks on my calves, and I feel tired very soon."", ""Diagnosis: ['Chronic Venous Insufficiency', 'Peripheral Artery Disease', 'Deep Vein Thrombosis', 'Vitamin Deficiency (e.g., Vitamin C or K Deficiency)']"", 'Doctor: To improve the accuracy of the diagnosis, it would be helpful to gather more details about your symptoms. Can you tell me if there are any other symptoms you are experiencing, any recent changes to your lifestyle, diet, or any medical history that could be relevant?', 'Patient: I do not have more information.', ""Diagnosis: ['Chronic Venous Insufficiency', 'Peripheral Artery Disease', 'Deep Vein Thrombosis', 'Vitamin Deficiency (e.g., Vitamin C or K Deficiency)']"", ""Doctor: Based on your symptoms of calf cramps, bruising, and fatigue, the possible conditions include Chronic Venous Insufficiency, Peripheral Artery Disease, Deep Vein Thrombosis, and a Vitamin Deficiency such as Vitamin C or K Deficiency. Since you don't have any further questions, I strongly advise consulting a medical professional for a detailed examination and precise diagnosis.""]"
41,varicose veins,"['Varicose Veins', 'Thrombophlebitis', 'Cellulitis', 'Contact Dermatitis']",1,1,5,"[""Patient: Hello, doctor. I've noticed some red and inflamed skin on my legs, and I think I can see some of the swollen blood vessels. I'm really worried about it."", ""Diagnosis: ['Varicose Veins', 'Thrombophlebitis', 'Cellulitis', 'Contact Dermatitis']"", 'Doctor: It seems like you might be experiencing issues related to your vascular system or possibly a skin condition. Could you provide more details about your symptoms? For example, have you noticed any pain, warmth, fever, or recent changes in skin care products? This additional information could help refine the potential diagnosis.', ""Patient: I have some red and inflamed skin on my legs, and I think I can see some of the swollen blood vessels. I have not noticed any fever, but there are times when my legs feel a bit achy and heavy. I haven't changed any skin care products recently. I do not have more information."", ""Diagnosis: ['Varicose Veins', 'Thrombophlebitis', 'Cellulitis', 'Contact Dermatitis']"", ""Doctor: Based on the symptoms you've described, including the red and inflamed skin on your legs accompanied by swollen blood vessels and a heavy, achy sensation, the potential conditions could include Varicose Veins, Thrombophlebitis, Cellulitis, or Contact Dermatitis. However, because you're experiencing visible swollen veins and heaviness without fever or recent changes in skincare, Varicose Veins or Thrombophlebitis are more likely. It's important to consult a healthcare professional to evaluate your symptoms thoroughly and obtain a precise diagnosis. They can offer the appropriate treatment and management options for your condition.""]"