,disease,diagnosis lists,manual_label_1,manual label,score,conversations
21,gastroesophageal reflux disease,"['Gastroesophageal Reflux Disease (GERD)', 'Esophagitis', 'Achalasia', 'Functional Dyspepsia']",1,1,5,"[""Patient: Hello, doctor. I'm having trouble eating, and it's hard to swallow. I feel full even after eating a small meal. I also have nausea, heartburn, and a tingling sensation in my throat."", ""Doctor: I understand that you're experiencing difficulty swallowing, feeling full quickly, nausea, heartburn, and a tingling sensation in your throat. To help narrow down the possibilities further, could you please provide more details about how long you've been experiencing these symptoms and if there are any other symptoms or triggers you might have noticed?"", ""Patient: I've been experiencing these symptoms for a few weeks now. I do not have more information."", ""Doctor: Based on your symptoms of difficulty swallowing, feeling full quickly, nausea, heartburn, and a tingling sensation in the throat, it's possible that you might be experiencing conditions such as Gastroesophageal Reflux Disease (GERD), Esophagitis, Achalasia, or Functional Dyspepsia. I strongly recommend consulting a medical professional to get an accurate diagnosis and appropriate treatment. Please take care.""]"
22,hypertension,"['Heat Exhaustion', 'Anxiety Attack', 'Cardiovascular Disease', 'Vestibular Disorder']",0,0,0,"[""Patient: Hello, I was in the middle of a workout when I suddenly felt lightheaded and dizzy. I also had a headache and chest pain. Since then, I've been having trouble balancing myself."", ""Doctor: Thank you for sharing those symptoms. To improve the accuracy of the diagnosis, could you tell me if you've experienced any additional symptoms such as nausea, vomiting, sweating, or any recent injuries or illnesses? Also, have these symptoms persisted, worsened, or improved over time?"", ""Patient: I have experienced some sweating, but I haven't noticed any nausea, vomiting, or recent injuries or illnesses. The symptoms have persisted since they started during my workout."", ""Doctor: Thank you for providing further information. Since you've experienced persistent symptoms like lightheadedness, dizziness, headache, chest pain, and sweating, it could be helpful to know if you have any history of heart conditions, anxiety disorders, or have been exposed to extreme temperatures recently. Please share any additional details that could assist in refining the possibilities."", 'Patient: I do not know. I do not have more information.', ""Doctor: Based on the symptoms you've described—lightheadedness, dizziness, headache, chest pain, and sweating—some possible illnesses may include heat exhaustion, an anxiety attack, a cardiovascular issue, or a vestibular disorder. It is important to consult a medical professional for an accurate diagnosis and appropriate treatment. Please take care and seek medical attention promptly if symptoms persist or worsen.""]"
23,hypertension,"['Migraine', 'Anxiety Disorder', 'Hypertension', 'Cardiac-Related Issues']",0,1,2,"[""Patient: Hello, doctor. I've been having a headache and chest pain. I've also been feeling dizzy and unstable. I'm having problems focusing too."", 'Doctor: Thank you for sharing your symptoms. To help narrow down the possibilities, could you tell me more about the duration and intensity of your headache and chest pain? Also, do you have any other symptoms or medical conditions that might be relevant?', ""Patient: I've been having the headache and chest pain for a few days now. The headache is persistent and quite bothersome, and the chest pain comes and goes. I've also been feeling dizzy and unstable, and I'm having problems focusing. I do not have more information."", ""Doctor: Based on the symptoms you've described, here are some possible conditions: Migraine, which can cause headaches and focusing issues; Anxiety Disorder, which may lead to chest pain and dizziness; Hypertension, which can cause both dizziness and headaches; and Cardiac-Related Issues, which might explain the chest pain. It is important to consult a medical professional to get an accurate diagnosis and appropriate treatment. Please take care.""]"
24,impetigo,"['Viral Infection', 'Herpes Simplex Virus', 'Shingles', 'Allergic Reaction']",0,0,0,"[""Patient: Hello, Doctor. I'm having some trouble right now. I have a fever and a headache. I've noticed some sores near my nose and there are rashes on my neck. It's been really uncomfortable."", ""Doctor: I understand that you're experiencing fever, headache, sores near your nose, and rashes on your neck. These symptoms could be indicative of several conditions. Could you tell me if you have any additional symptoms like sensitivity to light, sore throat, or body aches? This information can help narrow down the possibilities."", 'Patient: I do not have more information.', 'Doctor: Based on your symptoms of fever, headache, sores near your nose, and rashes on your neck, there are several possible conditions that could be affecting you, such as a viral infection, herpes simplex virus, shingles, or an allergic reaction. However, these are just possibilities, and I strongly recommend consulting a medical professional for an accurate diagnosis and appropriate treatment. Please take care.']"
25,impetigo,"['Measles', 'Scarlet Fever', 'Fifth Disease', 'Contact Dermatitis']",0,0,0,"[""Patient: Hello, I'm running a fever and I have a rash on my face, neck, and arms. The rash is painful and red. I'm worried about my health."", ""Doctor: It sounds like you're experiencing some uncomfortable symptoms. Could you tell me if you have any other symptoms like a sore throat, headache, or swollen lymph nodes? This information can help narrow down the possibilities."", 'Patient: I do not know. I just know about the fever and the painful, red rash on my face, neck, and arms. I do not have more information.', 'Doctor: Based on your symptoms of fever and a painful, red rash on your face, neck, and arms, here are some possible illnesses: Measles, Scarlet Fever, Fifth Disease, and Contact Dermatitis. It is important to consult a medical professional to receive an accurate diagnosis and appropriate treatment. Please seek medical attention at your earliest convenience.']"
26,jaundice,"['Hepatitis', 'Gallstones', 'Jaundice', 'Pancreatitis']",1,1,5,"[""Patient: Hello, doctor. I've been feeling really sick lately. I've been itching all over, and I've been vomiting. I've also lost a lot of weight, and I have a fever. My skin has turned yellow, and my urine is dark. I've also been having abdominal pain."", ""Doctor: I'm sorry to hear you're experiencing these symptoms. To help narrow down the potential causes, could you tell me if you've noticed any changes in your stools or if you have any history of liver disease or gallbladder issues in your family?"", ""Patient: I don't have any liver disease or gallbladder issues in my family, and I haven't noticed any changes in my stools. I do not have more information."", ""Doctor: Based on the symptoms you've described, such as itching, vomiting, weight loss, fever, jaundice, dark urine, and abdominal pain, there are several possible illnesses to consider, including Hepatitis, Gallstones, Jaundice, and Pancreatitis. It is important to consult a medical professional as soon as possible for a proper diagnosis and treatment plan.""]"
27,jaundice,"['Hepatitis', 'Pancreatitis', 'Gallstones', 'Liver Cirrhosis']",1,1,5,"[""Patient: Hello, Doctor. I've been feeling really sick and tired lately. I've lost some weight and have had a fever. My urine has been dark, and my skin has turned yellow. I've also been experiencing some stomach pain."", ""Doctor: Based on the symptoms described, it could be helpful to know if you've experienced any nausea, changes in your appetite, or if there's any specific timing or pattern to the pain and fever. Any travel history or known exposure to infected individuals could also be relevant. Could you provide more details? This will help narrow down the possibilities."", ""Patient: I've been feeling nauseous, and I've lost my appetite. The stomach pain and fever don't seem to have a specific pattern or timing. I haven't traveled recently, and I don't know of any exposure to infected individuals."", ""Doctor: Based on the symptoms you've described, possible conditions could include Hepatitis, Pancreatitis, Gallstones, and Liver Cirrhosis. I strongly advise you to consult a medical professional for an accurate diagnosis and appropriate treatment. Your symptoms are serious and should be addressed promptly.""]"
28,migraine,"['Migraines', 'Tension Headaches', 'Cervical Spondylosis', 'Cluster Headaches']",1,1,5,"[""Patient: I've been having a lot of headaches lately, and they're getting worse. I also have a sore neck, and I'm feeling anxious and irritated. I've also been having trouble seeing things clearly."", 'Doctor: Thank you for sharing your symptoms. Could you please provide more information about the duration and frequency of your headaches, any recent changes in your lifestyle, or any additional symptoms you might have noticed? This will help in narrowing down the potential causes.', ""Patient: My headaches have been happening a lot lately, and they're getting worse. They last for hours, sometimes most of the day. I also have a sore neck, feel anxious and irritated, and have trouble seeing things clearly. I haven't noticed any specific lifestyle changes lately."", ""Doctor: Based on the symptoms you've described, there are several possibilities regarding the cause of your headaches. To help narrow this down further, I would need more details about your symptoms. For instance, have you experienced any nausea or sensitivity to light and sound, and does the headache start in the neck and spread upwards? Additionally, are there any patterns or triggers you've noticed? Your answers can provide more insight into these symptoms."", ""Patient: I have noticed a sensitivity to light and sound when I have these headaches. The headache often starts in my neck and spreads upwards. I haven't noticed any specific patterns or triggers. I do not know if nausea is part of it."", ""Doctor: Thank you for providing more information. Based on your symptoms, it's possible you're experiencing migraines, especially given the sensitivity to light and sound. Tension headaches could also be a factor, considering the neck pain. Cervical spondylosis might be a concern due to the neck pain and its spread to the head. Cluster headaches are less common but can have similar symptoms. Please let me know if there are any other symptoms you haven't mentioned or if you have specific questions. It would also be beneficial to consult a medical professional for a thorough examination."", 'Patient: I do not have more information.', ""Doctor: Based on the symptoms you've described, here are some possible causes for your condition: Migraines, Tension Headaches, Cervical Spondylosis, and Cluster Headaches. Please keep in mind that this is just a preliminary list, and it's important to consult a medical professional for a thorough examination and accurate diagnosis.""]"
29,migraine,"['Migraines', 'Tension Headaches', 'Gastritis', 'Anxiety Disorder']",1,1,5,"[""Patient: I've been having frequent headaches and blurred vision. I also have a stiff neck, anxiety, irritability, and visual disturbances. On top of that, I've been experiencing some stomach problems like indigestion and acidity."", ""Doctor: Thank you for sharing your symptoms. To improve the accuracy of the diagnosis, could you let me know if you've experienced any other symptoms, such as nausea, vomiting, or changes in appetite? Additionally, have you noticed any particular triggers for your headaches or indigestion?"", 'Patient: I have experienced nausea and a change in appetite. As for triggers, I have noticed that stress and certain foods seem to make my headaches and indigestion worse.', 'Doctor: Thank you for providing more information. Your symptoms could relate to a few different conditions such as migraines, tension headaches, gastritis, or possibly an anxiety disorder. Is there anything else you would like to clarify or add about your symptoms, or any other areas of concern?', 'Patient: I do not have more information.', ""Doctor: Based on the symptoms you've described, including frequent headaches, blurred vision, nausea, changes in appetite, and digestive issues, these could indicate conditions such as migraines, tension headaches, gastritis, or an anxiety disorder. I recommend consulting with a medical professional for a thorough evaluation and appropriate treatment. Take care and prioritize seeking professional advice.""]"
30,peptic ulcer disease,"['Irritable Bowel Syndrome (IBS)', 'Gastritis', 'Peptic Ulcer Disease', 'H. pylori infection']",0,1,2,"[""Patient: I've been experiencing a lot of hunger, and I can't seem to get enough to eat. My stomach hurts and cramps sometimes. After I eat, I get really bad gas and bloating."", ""Doctor: It sounds like you're experiencing some digestive issues. Could you tell me if you've noticed any other symptoms, such as nausea, vomiting, or changes in your bowel movements? Any additional information can help narrow down the possible causes of your symptoms."", 'Patient: I sometimes feel nauseous, but I do not have more information.', ""Doctor: Based on your symptoms, here are a few potential conditions that might be causing your discomfort: Irritable Bowel Syndrome (IBS), Gastritis, Peptic Ulcer Disease, or an H. pylori infection. It's important to consult a medical professional for an accurate diagnosis and appropriate treatment. Please make sure to reach out to a healthcare provider soon. If you have any more questions or need further clarification, feel free to ask.""]"
31,peptic ulcer disease,"['Peptic Ulcer Disease', 'Gastroesophageal Reflux Disease (GERD)', 'Gastritis', 'H. Pylori Infection']",1,1,5,"[""Patient: I've been losing weight and having trouble gaining it back. I also have pain and discomfort in my stomach that goes away when I take antacids. Plus, I have a bad taste in my mouth."", ""Doctor: Thank you for sharing that information. To narrow down the possible causes of your symptoms, could you tell me if you experience heartburn often, or if there are any specific foods that trigger your symptoms? Additionally, please let me know if you've had any other symptoms such as nausea, vomiting, or changes in bowel movements."", ""Patient: I do have heartburn sometimes, but I haven't noticed any specific foods that trigger it. I haven't experienced nausea or vomiting, and there haven't been any significant changes in my bowel movements."", ""Doctor: Thank you for providing more details about your symptoms. Since heartburn is sometimes present and there are no specific food triggers or other symptoms like nausea or changes in bowel movements, these conditions might explain your symptoms. To help refine this further, could you tell me if your stomach pain occurs at any particular time of day or if it varies? Additionally, have you noticed any patterns in your weight loss, such as how quickly it's been happening?"", ""Patient: I've noticed the stomach pain often occurs between meals, maybe when my stomach is empty, and it gets better after I take antacids. As for the weight loss, it seems to be happening gradually, but I'm not sure exactly how quickly."", ""Doctor: Thank you for providing additional details. Based on what you've described, there are several possibilities, such as peptic ulcer disease or GERD, which could explain your symptoms. However, to refine the list further, could you let me know if you've experienced any other symptoms like fatigue, anemia, or abnormal hunger levels?"", 'Patient: I do not know.', ""Doctor: Thank you for your responses. While you've provided some helpful details, understanding whether you've experienced fatigue, anemia, or abnormal hunger levels could help narrow down the list further. If you're unsure about these symptoms, it might be beneficial to observe them and consult a healthcare provider who can conduct tests to identify any underlying causes. Please let me know if there are any other symptoms you'd like to discuss or if you have any further questions."", 'Patient: I do not know. I do not have more information.', ""Doctor: Based on the symptoms you've described, possible conditions that might be causing your symptoms include Peptic Ulcer Disease, Gastroesophageal Reflux Disease (GERD), Gastritis, or an H. Pylori infection. It is important to consult with a medical professional for an accurate diagnosis and appropriate treatment. They can perform necessary tests and evaluations to determine the exact cause of your symptoms. Please take care and seek medical advice at your earliest convenience.""]"
32,pneumonia,"['Pneumonia', 'Acute Bronchitis', 'Asthma', 'Heart Failure']",1,1,5,"[""Patient: I'm having trouble breathing and I feel really uncomfortable. I'm sweating a lot and my throat is really sore. My chest hurts and my heart is beating fast. I'm coughing up a lot of mucus and it's brown."", ""Doctor: Thank you for sharing those details. To better pinpoint the cause, could you tell me if you have any fever, chills, or if you've been in contact with anyone who is sick recently? Additionally, have you experienced any recent weight loss or changes in appetite?"", ""Patient: I've been sweating a lot, which might mean I have a fever, but I'm not sure about chills. I haven't been around anyone who's sick recently. As for my appetite, I haven't noticed any changes, and I don't think I've lost any weight."", ""Doctor: Thank you for providing more details. To help improve the accuracy of the diagnosis, could you tell me if you have any allergies, have experienced any recent stress or changes in your lifestyle, or if there are any other symptoms you haven't mentioned yet?"", ""Patient: I do not know if I have any allergies, and I can't think of any recent stress or changes in my lifestyle. I don't have more symptoms to mention."", ""Doctor: Based on the symptoms you've described, here are a few possible conditions that could be causing your discomfort: Pneumonia, Acute Bronchitis, Asthma, and Heart Failure. It's important to consult a healthcare professional as soon as possible to get an accurate diagnosis and appropriate treatment. Please seek medical attention promptly, especially if your symptoms worsen.""]"
33,pneumonia,"['Pneumonia', 'Acute Bronchitis', 'COVID-19', 'Influenza']",1,1,5,"[""Patient: I've been feeling really sick for the past few days. I have a fever, I can't catch my breath, and I'm coughing up a lot of phlegm. My chest hurts, and my heart is racing."", ""Doctor: I'm sorry to hear that you're feeling so unwell. In order to improve the accuracy of potential diagnoses, could you provide more information about the duration of your symptoms, any recent travel history, or known allergies? This would help in narrowing down the possibilities better."", ""Patient: I've been feeling sick for the past few days. I haven't traveled recently, and I don't have any known allergies."", ""Doctor: Thank you for providing that information. Given your symptoms of fever, difficulty breathing, coughing up phlegm, chest pain, and a racing heart, there are several possibilities. Could you let me know if you've measured your temperature, if the symptoms are worsening, or if you're experiencing any additional symptoms like fatigue, sore throat, or headaches? This can help refine the list further."", ""Patient: I haven't measured my temperature, but I do feel very hot. The symptoms seem to be getting worse over the past few days. I'm also feeling really fatigued, but I don't have a sore throat or headache."", ""Doctor: Thank you for providing more details about your symptoms and the progression. Your worsening symptoms, particularly the fever, difficulty breathing, fatigue, chest pain, and coughing, suggest a few potential concerns such as Pneumonia, Acute Bronchitis, COVID-19, or Influenza. To better understand your situation, it would be helpful to know if you've had any recent contact with someone who has been sick, or if you've noticed any changes in appetite or other bodily functions. Gathering more details will help narrow down the possibilities."", 'Patient: I do not know. I do not have more information.', ""Doctor: Based on the symptoms you've described, which include fever, difficulty breathing, fatigue, chest pain, and coughing, here are some potential illnesses: Pneumonia, Acute Bronchitis, COVID-19, and Influenza. It's important to consult a medical professional who can perform a thorough examination and provide you with an accurate diagnosis and appropriate treatment. Please seek medical attention at your earliest convenience.""]"
34,psoriasis,"['Psoriasis', 'Eczema', 'Fungal Nail Infection', 'Contact Dermatitis']",1,1,5,"[""Patient: Hello, doctor. I have a rash on my skin that's red and very itchy. It bleeds when I scratch it. I also noticed little dents in my nails, and they seem inflamed."", ""Doctor: Thank you for providing those details. Based on your symptoms of red, itchy rash, bleeding when scratched, and changes to your nails, there are a few possibilities. Could you provide more information on how long you've had these symptoms, and if you've noticed any other changes such as joint pain or any specific triggers like new soaps or detergents? This will help in narrowing down the possibilities."", ""Patient: I've had these symptoms for a while, but I can't remember exactly when they started. I don't really have any joint pain that I've noticed. I also haven't used any new soaps or detergents recently. I do not have more information."", 'Doctor: Based on your symptoms of a red, itchy rash that bleeds when scratched, along with nail changes and inflammation, here are some possible conditions: Psoriasis, Eczema, Fungal Nail Infection, and Contact Dermatitis. It is important to consult a medical professional for a definitive diagnosis and appropriate treatment. They can provide you with further evaluation and help you manage these symptoms effectively. Please take care.']"
35,psoriasis,"['Psoriasis', 'Lupus', 'Eczema', 'Rheumatoid Arthritis']",1,1,5,"[""Patient: I've had this rash on my arms, legs, and chest for a few weeks. It's red and itchy, and it's covered in dry, scaly spots. I also have some pain in my joints."", ""Doctor: Thank you for sharing those details. To help narrow down the possibilities, can you tell me if you've noticed any other symptoms, such as fatigue, fever, or changes in your skin condition over time? Additionally, have you experienced any recent changes in medication, diet, or stress levels that might relate to your symptoms?"", ""Patient: I have noticed some fatigue, but not fever. My skin condition has been getting worse over time. I haven't changed my medication or diet recently, but I have been a bit stressed."", 'Doctor: Thank you for providing further information. To help refine the list of possible conditions, could you let me know if there are any other symptoms such as hair loss, sores in your mouth, or sensitivity to light? Additionally, do any of the symptoms improve or worsen at specific times of the day or during certain activities?', 'Patient: I do not know.', ""Doctor: Thank you for this information. Based on the symptoms you've described so far, here are some possible conditions: Psoriasis, Lupus, Eczema, and Rheumatoid Arthritis. If you can think of any other details about your symptoms or notice any patterns in your condition, please let me know. This will help in narrowing down the list further. Also consider consulting with a medical professional for an accurate diagnosis and appropriate treatment."", ""Patient: I've noticed that the rash is red and itchy, and it's covered in dry, scaly spots. There is also some pain in my joints. I don't have more information."", ""Doctor: Thank you for providing the information about your symptoms. Based on what you've described, here are some possible conditions: Psoriasis, Lupus, Eczema, and Rheumatoid Arthritis. It's important to consult a medical professional to get a precise diagnosis and appropriate treatment. They can conduct thorough examinations and possibly order tests to better understand your symptoms and condition. Please take care and seek medical advice at your earliest convenience.""]"
36,typhoid,"['Gastroenteritis', 'Food Poisoning', 'Irritable Bowel Syndrome (IBS)', 'Giardiasis']",0,0,0,"[""Patient: I've been having diarrhea for a few days now. I have loose, watery stools and need to go to the bathroom a lot. I also feel nauseated, have lost my appetite, and have a mild fever."", ""Doctor: I'm sorry to hear you're experiencing these symptoms. Could you provide more information? For instance, have you traveled recently, consumed any undercooked food, or had contact with anyone who is ill? This can help narrow down the possibilities."", ""Patient: I have not traveled recently, and I'm not sure if I've eaten undercooked food. I do not know if I've been in contact with anyone who is ill."", ""Doctor: Thank you for the details. To assist further, could you tell me if you've experienced any abdominal pain, changes in bowel habits prior to this, or any unusual symptoms such as joint pain or rashes? This information would be helpful in further narrowing down the possibilities."", ""Patient: I have been experiencing abdominal pain along with the diarrhea. I don't recall any significant changes in my bowel habits before this started. I haven't noticed any joint pain or rashes."", ""Doctor: Thank you for providing more information. Given your symptoms of diarrhea, nausea, abdominal pain, and mild fever, there are several possible causes. To further improve the accuracy of the diagnosis, could you let me know if you've had any changes in your hydration status, such as feelings of dizziness or dry mouth? Additionally, are there any other symptoms such as weight loss, fatigue, or headaches that have persisted or worsened? This would help in further narrowing down the possibilities. Remember, it is always advisable to consult a healthcare professional for a definitive diagnosis and treatment plan."", ""Patient: I do feel a bit dizzy and my mouth feels dry. I've also noticed I am quite fatigued. I do not have more information."", ""Doctor: Based on your symptoms of diarrhea, nausea, abdominal pain, mild fever, dizziness, dry mouth, and fatigue, the following are possible causes: Gastroenteritis, Food Poisoning, Irritable Bowel Syndrome (IBS), or Giardiasis. Each condition has different treatment approaches, and it's crucial to consult a healthcare professional for a definitive diagnosis and tailored treatment plan. Stay hydrated and seek medical attention if your symptoms worsen or persist.""]"
37,typhoid,"['Gastroenteritis', 'Irritable Bowel Syndrome (IBS)', 'Peptic Ulcer', 'Gastroesophageal Reflux Disease (GERD)']",0,0,0,"[""Patient: I'm feeling really weak. I've been having a lot of stomach pain and constipation, and I've been vomiting a lot. I can't eat anything because of the pain."", ""Doctor: I'm sorry to hear you're experiencing these symptoms. Could you tell me if you've had any fever or noticed any changes in your bowel movements beyond constipation? This information can help narrow down the possibilities."", ""Patient: Yes, I've been having a fever on and off. As for bowel movements, apart from constipation, I haven't noticed anything else unusual."", ""Doctor: Thank you for providing more details. Could you let me know if you've experienced any recent weight loss, blood in vomit or stool, or if you've been in contact with anyone who has similar symptoms? This information will further help in identifying the possible causes of your condition."", ""Patient: I have been losing weight because I can't eat due to the pain. I haven't noticed any blood in my vomit or stool. I don't know if I've been in contact with anyone who has similar symptoms."", ""Doctor: Thank you for providing this information. To help further narrow down the possibilities, could you tell me if you've traveled recently, changed your diet, or if there's any particular time of day when the symptoms worsen? Additionally, do any over-the-counter medications or home remedies seem to improve your symptoms?"", 'Patient: I do not have more information.', ""Doctor: Based on the symptoms you've described, there are several possible illnesses that could be causing your condition. These include Gastroenteritis, which is often characterized by vomiting, stomach pain, and fever; Irritable Bowel Syndrome (IBS), which can cause abdominal pain and changes in bowel habits like constipation; Peptic Ulcer, where stomach pain can be severe and may cause weight loss; and Gastroesophageal Reflux Disease (GERD), which might lead to nausea and vomiting. It's important to consult a medical professional for proper diagnosis and treatment. Please take care and seek medical advice at the earliest convenience.""]"
38,urinary tract infection,"['Urinary Tract Infection (UTI)', 'Bladder Infection', 'Kidney Infection', 'Interstitial Cystitis']",1,1,5,"[""Patient: I have a pain in my lower abdomen and I feel like I have to pee all the time. When I do pee, it burns and I feel like I'm not getting everything out. I've also been feeling really cold and weak."", 'Doctor: Thank you for providing these details. To help further, could you tell me if you are experiencing any nausea, vomiting, or if you have noticed any changes in appetite or fever? This information can improve the accuracy of the possible diagnosis.', 'Patient: I have been feeling really cold, which might be a fever, and also feeling weak. But I have not noticed any nausea, vomiting, or changes in appetite.', 'Doctor: Thank you for sharing this information. To improve the accuracy of my assessment, could you let me know if you have noticed any unusual discharge, blood in your urine, or any back pain? Additionally, have you had any recent urinary tract issues or similar symptoms in the past?', ""Patient: I haven't noticed any unusual discharge, but there is a bit of blood in my urine. I don't have any back pain. I haven't had any recent urinary tract issues or similar symptoms in the past."", 'Doctor: Thank you for providing that information. Based on the symptoms you’ve described—lower abdominal pain, frequent and painful urination, feeling cold and weak, and blood in your urine—these are some possible conditions. I would advise you to seek medical attention to confirm the diagnosis and receive appropriate treatment. Meanwhile, if you have any additional symptoms or questions, please feel free to let me know so I can assist you further.', 'Patient: I do not have more information.', ""Doctor: Based on the symptoms you've described—lower abdominal pain, frequent and painful urination, feeling cold and weak, and blood in your urine—here are some possible illnesses: Urinary Tract Infection (UTI), Bladder Infection, Kidney Infection, and Interstitial Cystitis. I strongly advise you to consult a medical professional for an accurate diagnosis and appropriate treatment. Take care.""]"
39,urinary tract infection,"['Urinary Tract Infection (UTI)', 'Bladder Stones', 'Kidney Infection (Pyelonephritis)', 'Interstitial Cystitis']",1,1,5,"[""Patient: I've been having a hard time peeing. It hurts when I go, and it's bloody. My head hurts, and my urine smells really bad. I can't control when I have to go, and it's really urgent when I do."", ""Doctor: It sounds like you're experiencing some distressing symptoms. Could you tell me if you have any fever, chills, or lower back pain? This information can help in narrowing down the possibilities further."", ""Patient: I don't know."", ""Doctor: Let me gather a bit more information to enhance the possible diagnoses. Do you have any other accompanying symptoms such as nausea or vomiting, or have you noticed any changes in your appetite or energy levels? Additionally, if you can recall whether you've been experiencing any fevers, chills, or pain in other areas, please let me know."", 'Patient: I do not know.', 'Doctor: Thank you for sharing the details. To enhance the accuracy of the possible diagnoses, could you inform me if there are any changes in your bowel movements or any recent history of medications or trauma to the urinary tract area? Also, if you experience any changes in your urination frequency or if you notice any patterns related to your symptoms, those details would be helpful.', 'Patient: I do not have more information.', ""Doctor: Based on the symptoms you described, here are some possible conditions: Urinary Tract Infection (UTI), Bladder Stones, Kidney Infection (Pyelonephritis), and Interstitial Cystitis. These are potential explanations for the difficulties and discomfort you're experiencing. However, I strongly advise you to consult a medical professional as soon as possible to get a definitive diagnosis and appropriate treatment. Please take care.""]"
40,varicose veins,"['Chronic Venous Insufficiency', 'Peripheral Artery Disease', 'Deep Vein Thrombosis', 'Anemia']",0,0,0,"[""Patient: Hello, doctor. I have been having cramps in my calves when I walk or stand for long periods of time. I've also noticed bruise marks on my calves and feel tired very soon."", 'Doctor: Thank you for sharing these details. To better assess your condition, could you let me know if you are experiencing any swelling in your legs or feet, or if you notice a change in skin color or temperature in the area? This information will help in evaluating your symptoms more accurately.', 'Patient: Yes, I have noticed some swelling in my legs, especially after standing for long periods. I have not noticed a significant change in skin color or temperature in the area, apart from the bruise marks on my calves.', ""Doctor: Thank you for the additional information. Could you also let me know if you're experiencing any pain or discomfort in your legs when you elevate them, or if you have noticed any similar symptoms before? This will help refine the potential causes further."", ""Patient: I have not noticed any pain or discomfort when I elevate my legs. I do notice cramps in my calves when I walk or stand for long periods, and I've seen bruise marks on my calves. I feel tired very soon. This is the first time I'm noticing these symptoms."", 'Doctor: Thank you for providing more details. Based on your symptoms, some possible conditions might include chronic venous insufficiency, peripheral artery disease, deep vein thrombosis, or anemia. However, to narrow down these possibilities further, could you tell me if you have any pre-existing health conditions, are on any medications, or have a family history of vascular or blood disorders?', 'Patient: I do not know.', 'Doctor: I understand. It can be helpful to consider if there have been any recent lifestyle changes, such as increased stress, dietary changes, or changes in activity level. Additionally, if you experience any other symptoms such as chest pain, dizziness, or shortness of breath, please let me know. These details could provide further insight into your condition.', 'Patient: I do not have more information.', ""Doctor: Based on the symptoms you've described, there are a few possible conditions that could be related to your leg cramps, bruise marks, swelling, and fatigue. These include Chronic Venous Insufficiency, Peripheral Artery Disease, Deep Vein Thrombosis, and Anemia. It is important to consult a medical professional who can perform a proper examination and possibly run some tests to provide an accurate diagnosis and appropriate treatment. Please take care and seek medical advice as soon as possible.""]"
41,varicose veins,"['Cellulitis', 'Varicose Eczema', 'Thrombophlebitis', 'Contact Dermatitis']",0,0,0,"[""Patient: Hello, doctor. I have some red and inflamed skin on my legs. I think I can see some of the swollen blood vessels, and I'm really worried about it."", ""Doctor: I understand your concern about the red and inflamed skin on your legs. Can you tell me if you are experiencing any other symptoms, such as pain, fever, or changes in the affected area's color or texture? This information can help narrow down the possibilities."", ""Patient: I have some red and inflamed skin on my legs, and I can see some swollen blood vessels. I don't have a fever, but the area does feel uncomfortable. As for changes, the affected area's skin seems more tender and maybe a bit thicker. I do not have more information."", ""Doctor: Based on the symptoms you've described, including the red and inflamed skin, visible swollen blood vessels, tenderness, and changes in skin texture, here are some possible conditions: Cellulitis, Varicose Eczema, Thrombophlebitis, and Contact Dermatitis. Please consult a medical professional for a thorough examination and accurate diagnosis. Early evaluation is important to ensure proper management and treatment.""]"